&#160;Ст.;Код;Наименование;Группа;Поставщик;Покупатель;Отсрочка;Торговый агент;ИНН;Ан. счет;Вид цены по умолчанию;Лимит кредита (руб);Лимит кредита изм-ся вручную;Стоп-лист изм-ся вручную;Номер маршрута;Телефон;Юридический адрес;Адрес доставки;Макс. отсрочка;Время дост. контр.;Полное наименование;Код ОКПО;Код ОКОНХ;Банковские реквизиты;Директор;Гл. бух.;№ договора;Дата договора;Вышестоящая орг.;Долги на вышестоящую орг.;Email-адрес;КПП;Макс. сумма операции;БИК;Время доставки;EDI;Серия_лицензии;Номер_лицензии;Дата_выдачи;Кем_выдана;Срок_действия_лиц_с;Срок_действия_лиц_по;Рег_номер_лицензии;Степень_сложности;Работает по ЭДО
0;0;936948;Барлетта;Магнит•ПД МК;1;1;;;2310031475;201173161;;;0;0;;+7(903)033-70-77;350002, Краснодарский край, Краснодар г, Леваневского 185;171842, Тверская обл, Удомельский р-н, Удомля г, Автодорожный пер, дом № 1/1;;;"АО ""Тандер"" м-н Барлетта";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk936948@magnit.ru;690845013;;40349602;;;;;;;;;;;Нет
0;0;692849;Барражирование;Магнит•ПД Тверь Запад 6;1;1;;;2310031475;201190481;;;0;0;;+7(903)808-63-44;350002, Краснодарский край, Краснодар г, Леваневского 185;172001, Тверская обл, Торжок г, Красноармейская ул, дом № 37, пом. 1;;;"АО ""Тандер"" м-н Барражирование";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md692849@magnit.ru;691545012;;40349602;;;;69РПА0002154;;;16.03.2017;30.06.2026;;;Нет
0;0;935010;Барретина;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201175045;;;0;0;;+7(906)700-65-89;350002, Краснодарский край, Краснодар г, Леваневского 185;141009, Московская обл, Мытищинский р-н, Мытищи г, Щелковский 2-й проезд, дом № 3,этаж 2,комнаты №№2,3,4,7,11,13,14,15,16,18;;;"АО ""Тандер"" м-н Барретина";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk935010@magnit.ru;502945007;;40349602;;;;;;;;;;;Нет
0;0;308007;Бартува;ПД Москва 6 (24);1;1;;;2310031475;201192824;;;0;0;;+7(966)175-50-47;350002, Краснодарский край, Краснодар г, Леваневского 185;143500, Московская обл, Истра г, Буньково д, дом № 3в;;;"АО ""Тандер"" м-н Бартува";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md308007@magnit.ru;501745027;;40349602;;;;50РПА0019421;;;17.11.2021;26.12.2023;;;Нет
0;0;935032;Бархатная;Магнит•ПД МК;1;1;;;2310031475;201195785;;;0;0;;+7(967)126-34-25;350002, Краснодарский край, Краснодар г, Леваневского 185;141241, Московская обл, Пушкино г, Школьная (Мамонтовка мкр.) ул, дом № 33;;;"АО ""Тандер"" м-н Бархатная";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk935032@magnit.ru;503845048;;40349602;;;;;;;;;;;Нет
0;0;770123;Батарейная;ПД Москва 6 (6);1;1;0;;2310031475;201172240;;;0;0;;+7(903)590-27-86;350002, Краснодарский край, Краснодар г, Леваневского 185;141730, Московская обл, Лобня г, Батарейная ул, дом № 8А;;;"АО ""Тандер"" м-н Батарейная";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md770123@magnit.ru;502545002;;40349602;;;;50РПА0008519;21.08.2018;Министерство потребительского рынка и услуг МО;21.08.2018;19.08.2023;50РПА0008519;;Нет
0;0;774823;Батури;ПД Москва 1 (24);1;1;;;2310031475;201173030;;;0;0;;+7(965)324-20-11;350002, Краснодарский край, Краснодар г, Леваневского 185;127349, Москва г, Шенкурский проезд, дом № 2, этаж 1,помещение IV,комнаты 1-32;;;"АО ""Тандер"" м-н Батури";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md774823@magnit.ru;771545034;;40349602;;;;77РПА0015366;;;22.06.2021;20.06.2026;77РПА0011048;;Нет
0;0;502401;Баубо;ПД Москва 1 (24);1;1;;;2310031475;201184227;;;0;0;;+7(909)626-90-61;350002, Краснодарский край, Краснодар г, Леваневского 185;143360, Московская обл, Наро-Фоминский р-н, Апрелевка г, Комсомольская ул, дом № 5;;;"АО ""Тандер"" м-н Баубо";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502401@magnit.ru;503045007;;40349602;48;;;50РПА0010192;12.11.2015;Министерство потребительского рынка и услуг МО;18.10.2019;23.09.2024;50РПА0010192;;Нет
0;1;771839;Безбрежность;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201179546;;;0;0;;+7(968)857-04-60;350002, Краснодарский край, Краснодар г, Леваневского 185;129347, Москва г, Егора Абакумова ул, дом № 15а;;;"АО ""Тандер"" м-н Безбрежность";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;771645026;;40349602;;;;77РПА0014152;16.10.2018;;16.10.2018;16.10.2023;;;Нет
0;1;947721;Бейра;Магнит•ПД МК;1;1;;;2310031475;201171584;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;127490, Москва г, Мусоргского ул, дом № 1б;;;"АО ""Тандер"" м-н Бейра";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;771545027;;40349602;48;;;;;;;;;;Нет
0;0;965058;Бейси;Магнит•ПД МК;1;1;;;2310031475;201188305;;;0;0;;+7(965)229-57-89;350002, Краснодарский край, Краснодар г, Леваневского 185;143103, Московская обл, Руза г, Микрорайон ул, дом № 17;;;"АО ""Тандер"" м-н Бейси";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk965058@magnit.ru;507545007;;40349602;;;;;;;;;;;Нет
0;0;502558;Бекбон;ПД Москва 6 (24);1;1;;;2310031475;201167326;;;0;0;;+7(906)033-03-22;350002, Краснодарский край, Краснодар г, Леваневского 185;141401, Московская обл, Химки г, Академика Грушина ул, корпус 3-3а,1 этаж, помещение №101;;;"АО ""Тандер"" м-н Бекбон";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502558@magnit.ru;504745017;;40349602;;;;50РПА0019334;30.03.2016;Министерством потребительского рынка и услуг МО;19.10.2021;19.11.2026;50РПА0013089;;Нет
0;0;935074;Беллетристика;Магнит•ПД МК;1;1;;;2310031475;201171724;;;0;0;;+7(905)728-90-62;350002, Краснодарский край, Краснодар г, Леваневского 185;143200, Московская обл, Можайский р-н, Можайск г, Мира ул, дом № 6, пом. 7;;;"АО ""Тандер"" м-н Беллетристика";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk935074@magnit.ru;502845002;;40349602;48;;;;;;;;;;Нет
0;0;503676;Беловатость;ПД Москва 5 (24);1;1;;;2310031475;201182669;;;0;0;;+7(968)861-24-31;350002, Краснодарский край, Краснодар г, Леваневского 185;143180, Московская обл, Звенигород г, Восточный мкр, 3 мкр, дом № 7;;;"АО ""Тандер"" м-н Беловатость";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md503676@magnit.ru;501545008;;40349602;;;;50РПА0017072;18.12.2018;;18.12.2018;02.10.2023;50РПА0017072;;Нет
0;1;773491;Белодушка;ПД Москва 6 (24);1;1;;;2310031475;201181491;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;109518, Москва г, Зеленоград г, Георгиевский пр-кт, дом № 37, корпус 2;;;"АО ""Тандер"" м-н Белодушка";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;773545008;;40349602;;;;77РПА0014123;06.12.2018;;06.12.2018;27.09.2023;;;Нет
0;0;773607;Белоснежность;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201183971;;;0;0;;+7(964)556-40-48;350002, Краснодарский край, Краснодар г, Леваневского 185;129366, Москва г, Мира пр-кт, дом № 182;;;"АО ""Тандер"" м-н Белоснежность";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md773607@magnit.ru;771745012;;40349602;;;;77РПА0006215;07.03.2019;;07.03.2019;19.09.2023;77РПА0006215;;Нет
0;0;508745;Бельвиль;ПД Москва 1 (6);1;1;;;2310031475;201170029;;;0;0;;+7(968)049-26-20;350002, Краснодарский край, Краснодар г, Леваневского 185;141830, Московская обл, Дмитровский р-н, Новосиньково п, дом № 43а;;;"АО ""Тандер"" м-н Бельвиль";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md508745@magnit.ru;500745021;;40349602;;;;50РПА0012296;16.09.2016;ТО Московской области — Министерством потребительского рынка и услуг МО;16.09.2016;03.08.2026;50РПА0012296;;Нет
0;0;508858;Бенар;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201172253;;;0;0;;+7(903)590-03-08;350002, Краснодарский край, Краснодар г, Леваневского 185;141181, Московская обл, Щелковский р-н, Загорянский дп, Пушкина ул, дом № 1;;;"АО ""Тандер"" м-н Бенар";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md508858@magnit.ru;505045010;;40349602;;;;50РПА0012851;05.07.2016;Министерство потребительского рынка и услуг МО;05.07.2016;15.10.2026;50РПА0012851;;Нет
0;0;947724;Бенгалия;Магнит•ПД МК;1;1;;;2310031475;201173319;;;0;0;;+7(967)015-44-89;350002, Краснодарский край, Краснодар г, Леваневского 185;127562, Москва г, Декабристов ул, дом № 10, корпус 2;;;"АО ""Тандер"" м-н Бенгалия";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk947724@magnit.ru;771545028;;40349602;48;;;;;;;;;;Нет
0;0;935087;Бенд;Магнит•ПД МК;1;1;;;2310031475;201179795;;;0;0;;+7(903)211-89-97;350002, Краснодарский край, Краснодар г, Леваневского 185;141900, Московская обл, Талдомский р-н, Талдом г, Советская ул, дом № 10,пом.I-ком.5-18,28,30,31,32,34;;;"АО ""Тандер"" м-н Бенд";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk935087@magnit.ru;507845004;;40349602;;;;;;;;;;;Нет
0;0;502982;Бенту;ПД Москва 6 (24);1;1;;;2310031475;201177607;;;0;0;;+7(968)677-70-73;350002, Краснодарский край, Краснодар г, Леваневского 185;141407, Московская обл, Химки г, Бабакина ул, дом № 1-й этаж нежилого здания (кадастровый номер 50:10:0000000:16585);;;"АО ""Тандер"" м-н Бенту";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502982@magnit.ru;504745045;;40349602;;;;50РПА0019250;;;17.09.2021;13.10.2026;;;Нет
0;1;502974;Бергвинд;ПД Москва 1 (24);1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;143345, Московская обл, Наро-Фоминский р-н, Селятино д, СНТ Надежда тер, дом № 153;;;"АО ""Тандер"" м-н Бергвинд";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;0;937759;Беренис;Магнит•ПД МК;1;1;;;2310031475;201184228;;;0;0;;+7(964)761-95-13;350002, Краснодарский край, Краснодар г, Леваневского 185;121353, Москва г, Беловежская ул, дом № 63;;;"АО ""Тандер"" м-н Беренис";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk937759@magnit.ru;773145007;;40349602;48;;;;;;;;;;Нет
0;0;690037;Берново;ПД Тверь 18 направление 24•ПД Тверь Запад 24;1;1;0;;2310031475;201186435;;;0;0;;+7(906)656-76-51;350002, Краснодарский край, Краснодар г, Леваневского 185;172008, Тверская обл, Торжок г, Дзержинского ул, дом № 115,пом.65;;;"АО ""Тандер"" м-н Берново";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md690037@magnit.ru;691545001;;40349602;;;;69РПА0001868;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;23.05.2016;30.06.2026;69РПА0001868;;Нет
